driver_id,joining_timestamp,city,avg_rating,total_rides,is_active,last_active_timestamp
D_438,2024-10-06 12:41:10,Jaipur,4.1,0,True,
D_439,2024-04-22 14:12:14,Kochi,3.9,0,False,
D_440,2024-12-24 03:32:09,Delhi,4.4,0,True,
D_441,2024-10-08 18:43:55,Delhi,4.4,0,False,
D_442,2024-01-19 07:29:59,Coimbatore,4.9,0,True,
D_443,2025-03-15 22:26:09,Bangalore,4.0,0,True,
D_444,2025-06-22 20:46:47,Kochi,4.7,0,True,
D_445,2024-04-16 00:24:59,Kochi,4.7,0,True,
D_446,2024-06-29 11:44:37,Hyderabad,5.0,0,False,
D_447,2024-06-22 17:08:02,Bangalore,4.2,0,True,
D_448,2024-08-17 07:40:59,Jaipur,5.0,0,False,
D_449,2024-01-11 21:37:58,Mumbai,4.7,0,True,
D_450,2024-03-22 14:49:38,Delhi,4.4,0,True,
D_451,2025-05-25 03:27:52,Bangalore,5.0,0,True,
D_452,2024-11-30 21:10:59,Hyderabad,4.2,0,True,
D_453,2024-07-13 06:23:51,Coimbatore,4.4,0,True,
D_454,2025-05-21 19:13:27,Delhi,4.2,0,True,
D_455,2025-01-20 20:24:23,Mumbai,4.3,0,True,
D_456,2024-12-23 18:31:15,Jaipur,5.0,0,False,
D_457,2024-08-20 16:51:09,Hyderabad,4.2,0,True,
D_458,2025-04-06 20:45:08,Hyderabad,3.9,0,True,
D_459,2024-09-02 08:39:13,Kochi,4.2,0,True,
D_460,2024-05-27 18:49:16,Delhi,4.9,0,True,
D_461,2024-10-11 09:15:58,Coimbatore,4.6,0,True,
D_462,2024-05-08 18:54:23,Kochi,4.7,0,True,
D_463,2024-04-23 20:22:53,Mumbai,3.9,0,False,
D_464,2024-03-19 14:25:06,Jaipur,4.5,0,True,
D_465,2024-06-09 12:13:54,Indore,4.6,0,True,
D_466,2024-05-01 22:10:00,Jaipur,4.6,0,True,
D_467,2024-07-10 20:56:07,Indore,4.3,0,False,
D_468,2024-03-27 17:17:37,Bangalore,4.4,0,True,
D_469,2024-05-21 11:57:14,Kochi,4.6,0,True,
D_470,2024-01-12 19:26:26,Indore,4.6,0,True,
D_471,2025-06-06 17:34:25,Bangalore,4.8,0,True,
D_472,2024-11-11 16:31:01,Bangalore,5.0,0,True,
D_473,2024-11-24 14:56:13,Delhi,4.7,0,True,
D_474,2025-03-24 06:41:58,Delhi,4.7,0,True,
D_475,2024-06-29 07:18:37,Indore,4.8,0,False,
D_476,2024-01-24 18:04:19,Jaipur,4.1,0,True,
D_477,2024-07-13 18:46:24,Hyderabad,4.3,0,True,
D_478,2024-12-22 06:54:16,Mumbai,4.0,0,False,
D_479,2025-05-20 11:57:02,Delhi,4.4,0,True,
D_480,2024-08-01 16:03:57,Kochi,4.4,0,True,
D_481,2024-09-14 10:10:40,Delhi,4.5,0,True,
D_482,2025-06-13 18:54:33,Delhi,4.2,0,True,
D_483,2025-01-07 10:28:26,Coimbatore,4.9,0,True,
D_484,2024-09-15 14:47:51,Bangalore,4.9,0,True,
D_485,2024-03-29 17:10:00,Kochi,4.0,0,False,
D_486,2024-01-16 20:58:07,Kochi,4.1,0,False,
D_487,2025-06-27 06:34:48,Jaipur,4.1,0,True,
D_488,2024-10-22 11:59:11,Jaipur,4.7,0,False,
D_489,2024-12-25 14:56:00,Coimbatore,4.5,0,True,
D_490,2024-11-10 08:24:16,Coimbatore,4.3,0,True,
D_491,2024-12-30 06:53:06,Delhi,4.8,0,True,
D_492,2024-02-18 19:57:35,Coimbatore,4.2,0,True,
D_493,2024-06-15 17:08:27,Bangalore,4.1,0,False,
D_494,2024-04-29 18:45:16,Indore,4.5,0,True,
D_495,2024-02-25 08:53:55,Hyderabad,4.2,0,False,
D_496,2024-05-15 09:28:01,Hyderabad,4.1,0,True,
D_497,2025-06-26 18:23:21,Kochi,4.6,0,False,
D_498,2024-02-09 19:28:16,Mumbai,4.4,0,True,
D_499,2025-05-18 13:54:32,Coimbatore,4.5,0,True,
D_500,2024-04-18 17:47:08,Coimbatore,4.8,0,True,
D_501,2024-07-04 23:38:24,Kochi,4.8,0,True,
D_502,2024-01-31 15:15:43,Jaipur,4.9,0,False,
D_503,2024-06-04 16:41:02,Indore,4.8,0,True,
D_504,2024-09-11 09:18:34,Mumbai,4.9,0,True,
D_505,2024-04-09 09:46:50,Coimbatore,4.3,0,False,
D_506,2025-01-29 07:57:15,Bangalore,4.8,0,True,
D_507,2025-01-09 09:20:06,Delhi,4.3,0,True,
D_508,2024-10-01 07:54:45,Bangalore,4.1,0,False,
D_509,2024-01-01 23:30:34,Kochi,4.5,0,True,
D_510,2024-01-09 20:12:30,Jaipur,3.8,0,True,
D_511,2025-01-30 16:58:39,Delhi,4.7,0,False,
D_512,2025-04-14 20:19:18,Coimbatore,4.1,0,True,
D_513,2024-06-24 19:16:10,Hyderabad,4.7,0,True,
D_514,2025-01-15 20:50:27,Hyderabad,4.5,0,True,
D_515,2024-06-29 13:14:23,Coimbatore,4.8,0,True,
D_516,2024-07-19 02:35:09,Bangalore,4.7,0,False,
D_517,2024-02-20 12:43:00,Indore,4.4,0,False,
D_518,2025-02-22 10:45:06,Indore,4.9,0,False,
D_519,2024-01-08 12:46:47,Indore,4.3,0,True,
D_520,2025-03-29 08:11:51,Jaipur,4.0,0,True,
D_521,2025-03-20 09:10:21,Bangalore,4.6,0,True,
D_522,2024-08-19 14:36:35,Coimbatore,4.6,0,False,
D_523,2025-06-29 19:41:15,Indore,4.3,0,True,
D_524,2024-08-03 17:14:02,Coimbatore,4.8,0,False,
D_525,2025-04-24 05:26:29,Coimbatore,4.6,0,False,
D_526,2025-05-08 17:39:55,Hyderabad,4.6,0,True,
D_527,2024-06-08 17:45:50,Delhi,5.0,0,True,
D_528,2024-07-29 20:22:18,Delhi,4.7,0,True,
D_529,2024-05-23 19:35:03,Indore,4.5,0,True,
D_530,2024-02-17 08:32:26,Bangalore,4.4,0,True,
D_531,2025-03-14 10:34:55,Mumbai,4.5,0,False,
D_532,2024-06-30 07:35:01,Kochi,4.5,0,True,
D_533,2024-01-06 07:40:52,Mumbai,4.1,0,True,
D_534,2024-06-07 09:53:24,Kochi,4.7,0,True,
D_535,2024-07-21 14:49:26,Bangalore,4.5,0,True,
D_536,2025-03-02 09:19:27,Mumbai,4.7,0,True,
D_537,2025-06-06 06:19:09,Indore,4.2,0,True,
D_538,2024-08-29 10:40:38,Kochi,4.2,0,True,
D_539,2024-06-09 13:44:14,Mumbai,4.1,0,True,
D_540,2024-04-04 06:38:31,Coimbatore,4.1,0,True,
D_541,2024-07-23 17:09:42,Mumbai,4.3,0,True,
D_542,2024-11-03 07:51:35,Kochi,4.2,0,False,
D_543,2024-10-28 17:49:54,Kochi,4.3,0,True,
D_544,2024-03-10 14:37:24,Kochi,4.0,0,True,
D_545,2024-08-24 05:24:25,Bangalore,4.7,0,False,
D_546,2024-02-13 20:52:28,Jaipur,5.0,0,False,
D_547,2024-03-03 14:24:26,Jaipur,4.3,0,True,
D_548,2024-04-02 16:09:12,Jaipur,4.4,0,True,
D_549,2024-05-28 18:34:16,Coimbatore,4.3,0,False,
D_550,2024-04-08 13:07:39,Mumbai,4.4,0,True,
D_551,2024-05-23 16:23:54,Bangalore,4.5,0,True,
D_552,2025-02-24 19:56:58,Hyderabad,4.7,0,True,
D_553,2024-02-02 12:01:17,Mumbai,4.8,0,True,
D_554,2025-06-21 19:25:19,Kochi,5.0,0,True,
D_555,2024-01-13 10:44:19,Coimbatore,4.5,0,True,
D_556,2024-01-04 11:58:09,Mumbai,4.7,0,True,
D_557,2024-11-21 08:11:31,Coimbatore,4.2,0,True,
D_558,2025-02-12 14:28:20,Mumbai,4.7,0,True,
D_559,2024-02-17 11:21:13,Coimbatore,3.8,0,True,
D_560,2025-06-07 07:59:34,Delhi,4.9,0,False,
D_561,2024-07-09 09:58:06,Mumbai,5.0,0,False,
D_562,2024-03-16 18:00:22,Jaipur,4.8,0,True,
D_563,2024-06-18 12:39:38,Bangalore,4.1,0,True,
D_564,2024-07-08 17:08:15,Kochi,4.1,0,True,
D_565,2025-01-22 09:34:57,Hyderabad,4.7,0,True,
D_566,2024-01-13 17:22:30,Kochi,4.0,0,True,
D_567,2025-04-05 14:25:42,Indore,5.0,0,True,
D_568,2024-07-18 18:49:41,Kochi,4.7,0,False,
D_569,2024-01-21 17:55:31,Indore,4.1,0,True,
D_570,2024-09-16 18:28:28,Kochi,4.7,0,False,
D_571,2024-02-04 20:05:24,Mumbai,4.3,0,True,
D_572,2024-07-20 07:56:10,Bangalore,4.5,0,True,
D_573,2024-07-06 19:35:31,Delhi,4.3,0,False,
D_574,2024-06-01 13:04:49,Indore,4.4,0,True,
D_575,2025-05-12 11:07:42,Indore,4.6,0,True,
D_576,2024-03-05 05:04:24,Hyderabad,4.9,0,False,
D_577,2025-04-27 20:26:10,Delhi,5.0,0,True,
D_578,2024-11-15 06:07:13,Coimbatore,4.8,0,False,
D_579,2024-11-30 10:56:40,Bangalore,5.0,0,True,
D_580,2024-07-15 17:56:17,Hyderabad,4.7,0,True,
D_581,2024-09-27 10:09:18,Bangalore,4.9,0,False,
D_582,2024-05-16 20:31:47,Bangalore,4.7,0,True,
D_583,2024-08-08 20:24:23,Jaipur,4.3,0,True,
D_584,2024-05-10 19:13:46,Hyderabad,4.1,0,True,
D_585,2024-05-25 20:46:11,Mumbai,4.9,0,True,
D_586,2025-01-15 19:15:28,Mumbai,4.8,0,True,
D_587,2024-05-11 20:01:03,Indore,4.8,0,True,
D_588,2024-09-22 10:40:41,Mumbai,4.5,0,True,
D_589,2024-12-10 21:48:40,Delhi,4.9,0,False,
D_590,2024-01-09 15:19:21,Indore,4.9,0,True,
D_591,2025-05-31 13:51:49,Hyderabad,4.5,0,False,
D_592,2024-09-17 06:40:30,Mumbai,4.1,0,True,
D_593,2024-11-14 12:58:41,Mumbai,4.5,0,True,
D_594,2024-02-15 16:09:18,Jaipur,4.1,0,True,
D_595,2025-06-08 09:41:50,Kochi,4.3,0,True,
D_596,2024-09-19 04:25:21,Hyderabad,4.8,0,True,
D_597,2025-03-10 17:29:10,Jaipur,4.6,0,True,
D_598,2024-08-27 08:39:49,Jaipur,4.3,0,True,
D_599,2024-08-26 20:07:37,Kochi,4.4,0,True,
D_600,2024-02-27 19:02:53,Kochi,4.1,0,True,
D_601,2024-11-21 17:17:22,Hyderabad,5.0,0,True,
D_602,2024-10-24 08:48:36,Jaipur,4.6,0,True,
D_603,2024-01-07 10:04:32,Jaipur,4.3,0,False,
D_604,2024-10-28 11:15:38,Jaipur,4.3,0,True,
D_605,2025-06-09 15:48:30,Hyderabad,4.3,0,True,
D_606,2024-06-24 20:35:57,Delhi,4.1,0,True,
D_607,2024-04-30 06:21:56,Mumbai,4.2,0,True,
D_608,2024-11-05 18:41:46,Jaipur,4.7,0,True,
D_609,2024-01-14 16:47:32,Coimbatore,4.5,0,True,
D_610,2024-09-15 01:12:49,Indore,4.5,0,False,
D_611,2025-01-16 13:41:31,Indore,4.3,0,False,
D_612,2025-02-08 20:29:39,Hyderabad,4.6,0,True,
D_613,2024-09-08 11:40:35,Jaipur,4.1,0,False,
D_614,2025-01-18 10:55:25,Delhi,4.9,0,True,
D_615,2025-02-20 19:40:06,Mumbai,4.6,0,True,
D_616,2024-06-10 18:58:03,Kochi,4.9,0,True,
D_617,2024-01-29 05:14:46,Hyderabad,4.7,0,True,
D_618,2024-04-07 11:37:23,Mumbai,4.3,0,True,
D_619,2025-03-02 23:04:22,Hyderabad,4.5,0,True,
D_620,2024-07-29 19:59:42,Delhi,4.8,0,True,
D_621,2024-01-11 23:19:29,Coimbatore,4.6,0,True,
D_622,2025-05-31 02:31:16,Delhi,4.5,0,True,
D_623,2024-02-02 09:34:36,Indore,4.0,0,True,
D_624,2024-12-09 19:20:52,Coimbatore,4.5,0,True,
D_625,2024-02-10 09:34:44,Jaipur,4.4,0,True,
D_626,2024-02-28 19:09:50,Kochi,3.4,0,True,
D_627,2024-02-03 08:52:09,Delhi,4.4,0,True,
D_628,2024-08-18 08:04:58,Delhi,4.7,0,False,
D_629,2024-12-31 15:56:09,Indore,4.5,0,False,
D_630,2024-01-02 18:17:26,Kochi,4.6,0,True,
D_631,2024-09-18 10:25:32,Mumbai,4.6,0,False,
D_632,2025-02-03 21:48:17,Mumbai,4.7,0,True,
D_633,2024-09-22 06:45:29,Indore,4.4,0,True,
D_634,2025-04-26 15:38:18,Hyderabad,4.8,0,True,
D_635,2024-04-25 00:56:47,Delhi,4.6,0,False,
D_636,2025-05-20 18:29:54,Indore,4.9,0,False,
D_637,2024-06-14 19:12:22,Mumbai,4.4,0,True,
D_638,2024-04-16 17:16:30,Bangalore,4.3,0,False,
D_639,2024-04-28 06:03:29,Coimbatore,4.5,0,True,
D_640,2024-11-20 18:42:11,Hyderabad,4.1,0,True,
D_641,2024-07-16 11:47:13,Delhi,4.6,0,True,
D_642,2024-12-20 19:21:16,Coimbatore,4.5,0,True,
D_643,2025-02-01 07:56:15,Bangalore,5.0,0,True,
D_644,2024-02-19 20:26:49,Kochi,5.0,0,True,
D_645,2025-06-07 05:18:55,Indore,4.7,0,True,
D_646,2025-03-07 13:43:49,Bangalore,4.6,0,True,
D_647,2024-04-11 15:44:47,Coimbatore,5.0,0,True,
D_648,2024-10-26 20:34:41,Hyderabad,4.4,0,True,
D_649,2024-06-11 09:51:06,Mumbai,4.7,0,False,
D_650,2024-05-26 08:29:22,Indore,4.6,0,False,
D_651,2024-05-28 12:02:18,Jaipur,4.3,0,True,
D_652,2024-04-09 17:00:01,Delhi,4.8,0,True,
D_653,2025-05-07 19:11:40,Kochi,4.1,0,True,
D_654,2024-12-14 20:57:42,Mumbai,4.6,0,True,
D_655,2024-09-05 14:57:54,Coimbatore,4.0,0,False,
D_656,2024-02-12 10:26:55,Hyderabad,4.4,0,True,
D_657,2025-06-02 19:06:53,Hyderabad,4.8,0,True,
D_658,2025-03-03 21:26:00,Jaipur,4.2,0,True,
D_659,2024-10-18 21:56:08,Indore,4.5,0,True,
D_660,2025-01-01 09:15:07,Delhi,4.9,0,True,
D_661,2024-06-07 18:57:51,Hyderabad,4.5,0,True,
D_662,2024-10-02 12:50:20,Indore,4.3,0,False,
D_663,2025-03-16 20:21:40,Coimbatore,4.6,0,False,
D_664,2024-10-02 13:37:07,Hyderabad,5.0,0,True,
D_665,2024-06-14 17:42:04,Hyderabad,4.5,0,True,
D_666,2024-08-26 10:15:59,Indore,4.0,0,True,
D_667,2024-12-18 14:11:28,Hyderabad,4.7,0,True,
D_668,2024-09-03 14:25:56,Indore,4.7,0,True,
D_669,2024-03-23 17:04:35,Kochi,4.3,0,False,
D_670,2024-08-10 13:09:42,Coimbatore,4.5,0,True,
D_671,2024-08-25 12:57:20,Kochi,4.4,0,True,
D_672,2025-06-29 06:11:12,Bangalore,4.2,0,True,
D_673,2025-06-05 17:26:27,Delhi,4.3,0,True,
D_674,2025-04-05 13:42:21,Mumbai,5.0,0,False,
D_675,2024-02-20 09:52:44,Jaipur,4.8,0,True,
D_676,2024-12-09 18:50:01,Indore,4.1,0,True,
D_677,2025-06-29 18:36:37,Hyderabad,4.2,0,False,
D_678,2024-12-14 13:02:27,Indore,4.4,0,True,
D_679,2024-12-30 18:28:20,Coimbatore,4.4,0,False,
D_680,2025-01-04 13:56:40,Mumbai,4.5,0,True,
D_681,2024-03-13 09:59:36,Coimbatore,4.4,0,True,
D_682,2024-02-02 17:07:20,Mumbai,4.8,0,False,
D_683,2024-07-30 14:50:13,Kochi,4.5,0,False,
D_684,2025-05-24 22:38:18,Hyderabad,4.3,0,False,
D_685,2024-01-17 12:49:29,Jaipur,4.7,0,True,
D_686,2024-03-27 18:31:14,Coimbatore,4.1,0,True,
D_687,2024-06-06 12:47:28,Delhi,4.4,0,True,
D_688,2024-07-28 08:46:16,Jaipur,4.8,0,False,
D_689,2024-03-05 20:30:39,Kochi,4.4,0,False,
D_690,2025-05-08 09:59:30,Kochi,4.1,0,True,
D_691,2024-09-28 08:12:17,Indore,4.7,0,True,
D_692,2024-07-04 02:33:19,Kochi,4.7,0,True,
D_693,2025-02-06 08:12:22,Jaipur,4.6,0,True,
D_694,2024-09-29 09:30:19,Hyderabad,4.0,0,True,
D_695,2024-08-31 11:42:42,Hyderabad,4.3,0,True,
D_696,2025-04-29 16:09:56,Jaipur,4.5,0,True,
D_697,2025-03-02 20:09:37,Jaipur,4.9,0,True,
D_698,2024-12-07 09:31:17,Indore,5.0,0,True,
D_699,2024-12-08 11:57:26,Mumbai,4.7,0,False,
D_700,2024-03-29 17:39:01,Kochi,4.8,0,False,
D_701,2025-05-12 23:24:06,Bangalore,5.0,0,False,
D_702,2025-01-09 15:56:44,Hyderabad,4.5,0,False,
D_703,2024-11-08 17:48:31,Hyderabad,4.5,0,True,
D_704,2025-03-14 20:43:16,Bangalore,4.3,0,False,
D_705,2025-05-24 09:00:05,Indore,4.5,0,True,
D_706,2024-01-24 20:43:06,Coimbatore,4.8,0,True,
D_707,2024-01-01 20:44:35,Kochi,4.8,0,True,
D_708,2024-12-14 00:25:50,Coimbatore,4.3,0,False,
D_709,2025-02-12 12:39:56,Bangalore,5.0,0,True,
D_710,2024-09-01 15:29:13,Bangalore,4.5,0,True,
D_711,2025-02-03 13:01:56,Mumbai,4.4,0,True,
D_712,2024-07-07 09:14:55,Kochi,4.7,0,True,
D_713,2024-03-29 07:56:10,Jaipur,4.5,0,True,
D_714,2024-03-10 10:07:40,Jaipur,4.5,0,True,
D_715,2025-03-03 10:49:07,Delhi,4.2,0,True,
D_716,2024-02-07 06:25:12,Coimbatore,5.0,0,False,
D_717,2024-04-24 17:20:28,Delhi,4.6,0,False,
D_718,2024-05-13 07:38:00,Kochi,4.8,0,True,
D_719,2024-09-26 15:16:48,Kochi,4.3,0,True,
D_720,2024-05-23 10:38:20,Delhi,4.8,0,True,
D_721,2024-08-19 10:17:03,Kochi,5.0,0,True,
D_722,2025-04-22 20:43:43,Mumbai,4.7,0,True,
D_723,2024-04-18 08:52:19,Jaipur,4.2,0,False,
D_724,2025-04-11 12:42:54,Bangalore,4.2,0,True,
D_725,2025-04-13 20:28:13,Delhi,4.2,0,True,
D_726,2025-04-01 14:10:06,Coimbatore,4.2,0,True,
D_727,2024-06-13 18:33:31,Hyderabad,4.4,0,False,
D_728,2024-04-21 12:58:09,Delhi,4.3,0,True,
D_729,2024-01-13 15:28:45,Coimbatore,5.0,0,True,
D_730,2024-07-05 16:21:08,Kochi,4.5,0,True,
D_731,2024-01-02 18:11:38,Hyderabad,4.1,0,True,
D_732,2024-02-13 12:14:10,Kochi,4.2,0,True,
D_733,2025-03-09 12:53:05,Kochi,4.4,0,True,
D_734,2024-01-10 09:49:54,Delhi,4.3,0,True,
D_735,2025-06-25 09:55:28,Indore,4.5,0,True,
D_736,2024-05-06 08:08:51,Mumbai,4.7,0,False,
D_737,2024-12-26 18:45:11,Indore,4.5,0,True,
D_738,2024-04-28 11:23:05,Mumbai,4.8,0,True,
D_739,2024-07-02 08:24:27,Bangalore,4.7,0,True,
D_740,2024-11-06 15:42:48,Jaipur,4.7,0,False,
D_741,2025-03-14 16:41:44,Hyderabad,4.4,0,False,
D_742,2025-01-06 20:17:15,Bangalore,4.6,0,False,
D_743,2024-09-27 08:34:12,Bangalore,4.2,0,True,
D_744,2024-03-19 07:09:12,Mumbai,4.5,0,True,
D_745,2024-12-29 20:50:57,Bangalore,4.9,0,True,
D_746,2024-09-09 18:20:47,Coimbatore,4.5,0,True,
D_747,2025-04-26 16:26:39,Coimbatore,4.0,0,True,
D_748,2025-01-23 04:50:50,Coimbatore,4.3,0,True,
D_749,2024-07-23 03:31:53,Coimbatore,4.0,0,True,
D_750,2024-07-18 17:36:32,Bangalore,4.6,0,False,
D_751,2024-02-20 09:02:05,Coimbatore,4.9,0,True,
D_752,2024-02-29 19:41:40,Bangalore,4.7,0,True,
D_753,2025-03-20 19:56:17,Kochi,5.0,0,True,
D_754,2024-10-05 12:51:38,Mumbai,4.4,0,True,
D_755,2025-03-28 17:37:01,Coimbatore,4.5,0,True,
D_756,2024-12-30 07:23:21,Kochi,5.0,0,True,
D_757,2025-04-19 17:20:13,Mumbai,4.5,0,True,
D_758,2024-04-13 13:41:21,Indore,4.7,0,True,
D_759,2024-12-25 11:37:59,Delhi,4.4,0,False,
D_760,2024-03-30 09:39:41,Mumbai,4.4,0,True,
D_761,2025-04-30 16:24:05,Indore,4.2,0,True,
D_762,2024-10-16 20:13:42,Delhi,4.2,0,True,
D_763,2024-05-28 20:04:05,Indore,4.5,0,True,
D_764,2024-01-16 07:07:59,Delhi,4.6,0,False,
D_765,2025-02-11 11:34:14,Indore,3.9,0,False,
D_766,2025-06-24 10:15:18,Jaipur,4.6,0,False,
D_767,2024-01-31 11:13:01,Hyderabad,4.2,0,True,
D_768,2024-07-01 11:06:48,Coimbatore,4.2,0,True,
D_769,2024-09-04 02:43:23,Bangalore,4.8,0,False,
D_770,2024-01-31 14:46:35,Delhi,4.4,0,True,
D_771,2025-04-08 10:29:19,Coimbatore,4.1,0,False,
D_772,2024-11-11 16:38:48,Indore,4.6,0,True,
D_773,2024-06-15 06:20:30,Hyderabad,4.7,0,True,
D_774,2024-09-23 12:22:42,Kochi,4.5,0,True,
D_775,2024-12-16 18:50:04,Jaipur,4.2,0,False,
D_776,2024-12-19 09:49:37,Indore,4.2,0,True,
D_777,2024-05-17 22:36:42,Coimbatore,4.9,0,True,
D_778,2025-01-25 06:35:41,Bangalore,4.7,0,True,
D_779,2025-05-24 20:21:10,Jaipur,4.6,0,False,
D_780,2025-01-15 08:07:26,Coimbatore,4.6,0,True,
D_781,2024-10-28 09:16:29,Delhi,5.0,0,True,
D_782,2024-01-06 20:16:30,Hyderabad,4.4,0,False,
D_783,2024-04-18 03:23:03,Jaipur,4.4,0,True,
D_784,2025-04-27 11:53:39,Hyderabad,4.0,0,True,
D_785,2024-03-17 07:40:34,Indore,4.9,0,False,
D_786,2024-11-06 15:24:31,Mumbai,4.7,0,False,
D_787,2025-05-30 17:41:38,Delhi,4.1,0,False,
D_788,2024-07-28 15:33:45,Coimbatore,5.0,0,False,
D_789,2024-07-15 19:12:39,Delhi,3.8,0,True,
D_790,2024-01-20 04:20:49,Indore,4.4,0,True,
D_791,2025-05-03 06:15:32,Coimbatore,4.7,0,True,
D_792,2025-04-26 12:16:31,Mumbai,4.1,0,True,
D_793,2024-04-30 11:08:49,Bangalore,5.0,0,False,
D_794,2024-02-11 19:16:30,Hyderabad,4.4,0,False,
D_795,2024-10-30 16:55:17,Hyderabad,4.8,0,True,
D_796,2024-10-22 17:36:43,Kochi,4.1,0,True,
D_797,2024-04-01 06:08:59,Kochi,4.7,0,False,
D_798,2025-06-14 06:36:37,Hyderabad,4.3,0,True,
D_799,2024-08-07 07:19:09,Jaipur,4.4,0,True,
D_800,2024-05-25 16:39:55,Mumbai,4.9,0,True,
D_801,2024-02-22 18:31:34,Jaipur,3.8,0,True,
D_802,2024-07-27 17:43:45,Delhi,4.6,0,True,
D_803,2025-04-22 17:27:52,Mumbai,4.4,0,True,
D_804,2024-09-07 03:10:57,Hyderabad,4.8,0,False,
D_805,2024-04-04 17:27:33,Kochi,4.8,0,True,
D_806,2025-05-23 09:40:11,Delhi,4.8,0,True,
D_807,2024-10-15 04:59:50,Mumbai,4.3,0,True,
D_808,2024-10-20 14:57:03,Jaipur,4.1,0,False,
D_809,2025-04-08 18:57:05,Indore,4.8,0,True,
D_810,2025-01-10 11:54:29,Mumbai,4.9,0,True,
D_811,2024-06-23 08:58:22,Delhi,4.7,0,False,
D_812,2024-10-01 09:03:30,Delhi,4.5,0,True,
D_813,2025-03-23 07:15:58,Mumbai,4.9,0,False,
D_814,2024-01-07 20:04:01,Hyderabad,3.9,0,False,
D_815,2024-04-26 06:55:41,Mumbai,4.2,0,False,
D_816,2025-03-29 07:11:16,Jaipur,4.4,0,True,
D_817,2025-04-09 15:32:25,Bangalore,4.8,0,True,
D_818,2025-04-16 07:10:49,Jaipur,4.4,0,True,
D_819,2024-07-17 18:59:56,Delhi,4.6,0,True,
D_820,2024-06-15 16:46:26,Mumbai,4.2,0,True,
D_821,2024-06-11 08:59:02,Bangalore,4.7,0,True,
D_822,2024-12-01 11:43:24,Bangalore,4.2,0,True,
D_823,2024-03-05 10:44:21,Mumbai,4.9,0,True,
D_824,2024-01-25 14:07:22,Bangalore,4.5,0,True,
D_825,2024-10-24 21:05:26,Indore,4.4,0,True,
D_826,2024-10-21 15:50:59,Kochi,4.5,0,True,
D_827,2024-02-28 19:21:42,Delhi,4.7,0,False,
D_828,2024-08-16 19:26:22,Coimbatore,4.4,0,True,
D_829,2024-05-11 19:52:42,Delhi,4.7,0,True,
D_830,2024-04-12 20:06:08,Jaipur,4.7,0,True,
D_831,2024-03-05 18:54:01,Delhi,4.7,0,True,
D_832,2024-03-02 10:28:42,Coimbatore,4.2,0,True,
D_833,2025-05-24 10:56:41,Indore,4.8,0,True,
D_834,2024-08-17 12:36:04,Mumbai,4.6,0,True,
D_835,2025-04-07 07:38:47,Coimbatore,4.4,0,True,
D_836,2024-06-04 15:37:58,Indore,4.8,0,True,
D_837,2025-06-28 09:10:34,Indore,4.4,0,True,
D_838,2024-08-24 19:50:50,Hyderabad,5.0,0,True,
D_839,2024-01-05 17:47:43,Mumbai,4.4,0,True,
D_840,2024-01-16 19:12:27,Hyderabad,5.0,0,True,
D_841,2024-05-16 12:04:31,Delhi,4.3,0,True,
D_842,2024-06-14 08:24:49,Coimbatore,4.9,0,True,
D_843,2025-06-03 08:30:26,Indore,4.7,0,True,
D_844,2024-03-23 20:10:29,Coimbatore,4.4,0,True,
D_845,2024-09-19 20:45:02,Delhi,4.9,0,True,
D_846,2025-05-20 16:50:40,Mumbai,4.6,0,True,
D_847,2025-05-04 19:58:26,Coimbatore,4.6,0,True,
D_848,2025-04-19 13:13:10,Coimbatore,4.0,0,True,
D_849,2024-04-16 10:00:17,Bangalore,4.7,0,True,
D_850,2024-09-19 21:06:36,Bangalore,4.7,0,True,
D_851,2025-02-15 11:21:27,Jaipur,4.5,0,True,
D_852,2024-04-29 17:40:39,Delhi,4.2,0,True,
D_853,2024-11-24 05:45:29,Bangalore,5.0,0,True,
D_854,2025-05-01 08:55:58,Jaipur,4.9,0,True,
D_855,2024-09-26 13:14:38,Hyderabad,4.8,0,True,
D_856,2024-08-23 19:06:10,Indore,4.6,0,True,
D_857,2025-06-19 14:24:17,Coimbatore,3.8,0,True,
D_858,2024-06-15 02:48:48,Delhi,4.0,0,True,
D_859,2024-03-24 12:46:14,Delhi,4.4,0,True,
D_860,2025-02-26 19:22:42,Jaipur,4.8,0,True,
D_861,2024-09-18 15:21:05,Jaipur,4.2,0,True,
D_862,2024-10-26 07:52:41,Indore,4.4,0,False,
D_863,2024-10-30 12:06:31,Indore,4.7,0,True,
D_864,2024-03-23 20:34:05,Jaipur,4.5,0,False,
D_865,2025-01-06 20:23:37,Mumbai,4.5,0,True,
D_866,2024-01-11 20:28:59,Kochi,4.4,0,True,
D_867,2024-01-10 17:39:34,Indore,4.4,0,True,
D_868,2024-07-20 12:03:56,Jaipur,4.6,0,False,
D_869,2024-08-03 11:56:24,Bangalore,5.0,0,True,
D_870,2025-01-19 13:44:15,Kochi,4.4,0,False,
D_871,2024-04-10 23:37:36,Kochi,3.9,0,True,
D_872,2025-05-05 09:15:36,Coimbatore,4.9,0,False,
D_873,2025-03-16 10:00:48,Hyderabad,4.7,0,True,
D_874,2024-02-27 17:15:59,Delhi,4.5,0,False,
D_875,2024-03-01 12:17:17,Mumbai,5.0,0,False,
D_876,2024-05-24 12:51:29,Kochi,4.3,0,True,
