rating_id,ride_id,user_rating,driver_rating,feedback_text
RT_44585,R_44585,4.7,5.0,
RT_44586,R_44586,4.1,4.4,
RT_44587,R_44587,4.5,4.0,
RT_44588,R_44588,3.8,3.6,
RT_44590,R_44590,3.9,4.6,
RT_44593,R_44593,4.1,4.1,
RT_44594,R_44594,3.5,4.6,
RT_44595,R_44595,4.2,4.7,
RT_44596,R_44596,3.6,3.7,
RT_44597,R_44597,4.5,4.3,
RT_44598,R_44598,4.4,3.8,
RT_44599,R_44599,3.8,5.0,
RT_44602,R_44602,3.9,4.2,
RT_44603,R_44603,4.7,4.2,
RT_44604,R_44604,4.2,4.1,
RT_44605,R_44605,4.8,3.6,
RT_44606,R_44606,4.6,4.9,
RT_44609,R_44609,3.8,3.8,
RT_44610,R_44610,4.0,4.3,
RT_44611,R_44611,4.0,4.9,
RT_44613,R_44613,3.8,3.6,
RT_44614,R_44614,3.6,4.0,
RT_44615,R_44615,3.8,3.5,
RT_44616,R_44616,3.9,4.3,
RT_44617,R_44617,3.9,3.9,
RT_44618,R_44618,4.7,3.8,
RT_44619,R_44619,4.7,4.4,
RT_44620,R_44620,4.5,3.7,
RT_44623,R_44623,4.6,3.6,
RT_44624,R_44624,5.0,4.8,
RT_44625,R_44625,4.2,3.6,
RT_44626,R_44626,4.0,4.2,
RT_44627,R_44627,4.3,4.8,
RT_44628,R_44628,4.3,4.5,
RT_44629,R_44629,4.6,4.7,
RT_44630,R_44630,5.0,3.6,
RT_44633,R_44633,4.7,3.6,
RT_44634,R_44634,4.9,4.8,
RT_44636,R_44636,4.3,3.8,
RT_44637,R_44637,3.8,4.6,
RT_44638,R_44638,3.8,4.1,
RT_44639,R_44639,4.8,3.8,
RT_44640,R_44640,4.3,4.5,
RT_44642,R_44642,3.5,4.7,
RT_44643,R_44643,4.2,4.7,
RT_44645,R_44645,3.6,3.6,
RT_44646,R_44646,5.0,4.3,
RT_44647,R_44647,4.8,4.6,
RT_44649,R_44649,4.6,4.6,
RT_44650,R_44650,4.9,4.0,
RT_44651,R_44651,4.9,4.2,
RT_44654,R_44654,4.6,4.9,
RT_44655,R_44655,3.5,4.4,
RT_44656,R_44656,3.9,4.3,
RT_44657,R_44657,3.7,5.0,
RT_44658,R_44658,4.0,4.9,
RT_44660,R_44660,4.4,4.6,
RT_44662,R_44662,4.5,4.8,
RT_44669,R_44669,4.8,4.1,
RT_44670,R_44670,4.7,4.5,
RT_44671,R_44671,3.6,4.2,
RT_44672,R_44672,4.7,4.9,
RT_44673,R_44673,4.8,3.9,
RT_44675,R_44675,4.5,4.1,
RT_44677,R_44677,3.6,5.0,
RT_44678,R_44678,3.7,4.2,
RT_44680,R_44680,3.6,4.1,
RT_44681,R_44681,4.6,4.3,
RT_44683,R_44683,4.1,5.0,
RT_44684,R_44684,3.9,4.0,
RT_44685,R_44685,4.9,4.2,
RT_44686,R_44686,4.8,4.3,
RT_44687,R_44687,4.6,4.1,
RT_44688,R_44688,3.6,4.3,
RT_44689,R_44689,3.9,4.9,
RT_44690,R_44690,5.0,4.1,
RT_44692,R_44692,3.9,4.3,
RT_44693,R_44693,4.3,4.8,
RT_44694,R_44694,3.9,3.8,
RT_44695,R_44695,4.6,4.4,
RT_44696,R_44696,4.7,4.9,
RT_44698,R_44698,3.8,4.8,
RT_44699,R_44699,3.9,4.3,
RT_44700,R_44700,4.4,3.9,
RT_44701,R_44701,5.0,4.6,
RT_44702,R_44702,4.3,3.9,
RT_44704,R_44704,4.1,3.6,
RT_44705,R_44705,4.2,4.8,
RT_44706,R_44706,5.0,3.7,
RT_44707,R_44707,3.8,3.8,
RT_44708,R_44708,3.7,4.4,
RT_44709,R_44709,4.3,4.5,
RT_44711,R_44711,4.2,3.9,
RT_44712,R_44712,4.3,3.8,
RT_44714,R_44714,3.7,4.1,
RT_44718,R_44718,4.9,4.0,
RT_44719,R_44719,3.8,3.7,
RT_44721,R_44721,3.7,4.4,
RT_44722,R_44722,3.7,4.6,
RT_44723,R_44723,4.4,4.9,
RT_44724,R_44724,4.2,4.3,
RT_44726,R_44726,4.2,4.4,
RT_44728,R_44728,4.0,4.2,
RT_44729,R_44729,4.8,3.8,
RT_44731,R_44731,4.3,4.8,
RT_44732,R_44732,4.7,4.4,
RT_44736,R_44736,3.7,4.7,
RT_44737,R_44737,4.3,3.9,
RT_44738,R_44738,3.8,4.5,
RT_44739,R_44739,4.5,4.6,
RT_44740,R_44740,4.2,3.7,
RT_44742,R_44742,4.6,4.7,
RT_44743,R_44743,3.6,3.9,
RT_44745,R_44745,3.8,4.0,
RT_44746,R_44746,4.3,4.6,
RT_44747,R_44747,4.1,4.4,
RT_44748,R_44748,5.0,4.2,
RT_44750,R_44750,4.5,4.7,
RT_44752,R_44752,3.6,4.0,
RT_44754,R_44754,4.1,4.0,
RT_44755,R_44755,4.1,3.7,
RT_44756,R_44756,3.8,4.8,
RT_44757,R_44757,4.6,4.1,
RT_44758,R_44758,3.5,4.9,
RT_44759,R_44759,3.7,4.6,
RT_44760,R_44760,3.9,4.1,
RT_44761,R_44761,3.8,4.8,
RT_44762,R_44762,3.5,4.2,
RT_44763,R_44763,4.6,3.8,
RT_44765,R_44765,4.1,4.6,
RT_44767,R_44767,4.3,4.3,
RT_44770,R_44770,4.4,3.6,
RT_44772,R_44772,4.0,3.9,
RT_44773,R_44773,3.7,4.5,
RT_44775,R_44775,4.0,4.8,
RT_44776,R_44776,4.4,4.6,
RT_44777,R_44777,4.5,3.7,
RT_44779,R_44779,4.5,4.0,
RT_44780,R_44780,4.7,3.6,
RT_44781,R_44781,3.6,4.5,
RT_44782,R_44782,3.6,4.5,
RT_44783,R_44783,4.5,4.1,
RT_44785,R_44785,4.6,4.5,
RT_44786,R_44786,4.2,4.5,
RT_44787,R_44787,4.7,4.0,
RT_44788,R_44788,3.6,3.8,
RT_44789,R_44789,4.7,4.2,
RT_44790,R_44790,4.0,3.9,
RT_44792,R_44792,3.5,3.8,
RT_44793,R_44793,3.8,4.5,
RT_44794,R_44794,4.9,4.8,
RT_44796,R_44796,4.1,4.1,
RT_44797,R_44797,4.2,3.8,
RT_44798,R_44798,4.4,3.5,
RT_44802,R_44802,4.6,4.0,
RT_44803,R_44803,3.7,4.3,
RT_44804,R_44804,4.3,4.1,
RT_44806,R_44806,5.0,3.7,
RT_44807,R_44807,4.2,3.6,
RT_44808,R_44808,4.5,3.6,
RT_44810,R_44810,3.7,5.0,
RT_44811,R_44811,3.7,3.8,
RT_44812,R_44812,3.8,4.2,
RT_44814,R_44814,4.6,4.4,
RT_44815,R_44815,4.9,4.6,
RT_44816,R_44816,3.9,4.3,
RT_44817,R_44817,4.5,4.1,
RT_44818,R_44818,4.7,4.8,
RT_44820,R_44820,4.7,3.5,
RT_44821,R_44821,3.5,4.7,
RT_44822,R_44822,4.7,3.5,
RT_44825,R_44825,4.7,4.9,
RT_44828,R_44828,4.5,3.6,
RT_44829,R_44829,3.7,4.4,
RT_44830,R_44830,4.0,4.9,
RT_44833,R_44833,4.2,3.6,
RT_44834,R_44834,4.3,3.5,
RT_44836,R_44836,5.0,3.9,
RT_44837,R_44837,3.7,3.8,
RT_44840,R_44840,4.6,3.7,
RT_44841,R_44841,4.7,4.3,
RT_44842,R_44842,4.5,4.6,
RT_44843,R_44843,3.7,3.9,
RT_44846,R_44846,4.6,4.5,
RT_44847,R_44847,4.1,4.4,
RT_44849,R_44849,4.9,4.9,
RT_44850,R_44850,4.0,4.7,
RT_44852,R_44852,3.8,4.3,
RT_44854,R_44854,4.0,4.4,
RT_44855,R_44855,4.5,4.1,
RT_44858,R_44858,3.8,4.5,
RT_44861,R_44861,4.8,3.5,
RT_44862,R_44862,4.4,4.5,
RT_44863,R_44863,4.8,4.4,
RT_44864,R_44864,4.4,3.6,
RT_44865,R_44865,4.6,3.5,
RT_44866,R_44866,4.9,4.5,
RT_44867,R_44867,4.0,3.7,
RT_44868,R_44868,4.8,4.8,
RT_44869,R_44869,4.4,4.1,
RT_44870,R_44870,4.2,4.6,
RT_44871,R_44871,4.9,4.9,
RT_44873,R_44873,3.7,4.6,
RT_44876,R_44876,4.4,3.9,
RT_44879,R_44879,3.8,3.7,
RT_44880,R_44880,3.7,4.7,
RT_44882,R_44882,4.3,4.3,
RT_44885,R_44885,4.3,4.0,
RT_44887,R_44887,3.7,5.0,
RT_44888,R_44888,4.4,4.8,
RT_44890,R_44890,3.8,3.7,
RT_44891,R_44891,4.7,3.7,
RT_44892,R_44892,4.3,4.7,
RT_44893,R_44893,4.5,4.3,
RT_44894,R_44894,4.6,4.1,
RT_44895,R_44895,4.2,4.5,
RT_44897,R_44897,3.7,4.8,
RT_44900,R_44900,4.9,4.5,
RT_44901,R_44901,4.4,4.1,
RT_44902,R_44902,4.1,4.4,
RT_44904,R_44904,4.3,4.0,
RT_44906,R_44906,4.1,4.4,
RT_44908,R_44908,5.0,4.1,
RT_44909,R_44909,4.1,4.9,
RT_44910,R_44910,3.7,3.8,
RT_44911,R_44911,3.9,4.2,
RT_44912,R_44912,3.9,3.7,
RT_44913,R_44913,4.2,4.2,
RT_44914,R_44914,3.9,4.6,
RT_44916,R_44916,4.7,5.0,
RT_44917,R_44917,4.1,3.6,
RT_44919,R_44919,4.6,3.6,
RT_44920,R_44920,3.6,4.7,
RT_44921,R_44921,4.1,4.0,
RT_44922,R_44922,4.5,4.9,
RT_44923,R_44923,4.6,4.7,
RT_44924,R_44924,4.8,4.6,
RT_44927,R_44927,4.5,4.5,
RT_44930,R_44930,4.7,4.0,
RT_44931,R_44931,3.8,4.6,
RT_44932,R_44932,3.8,4.9,
RT_44933,R_44933,4.8,4.7,
RT_44934,R_44934,4.9,4.4,
RT_44935,R_44935,4.9,4.8,
RT_44936,R_44936,5.0,4.5,
RT_44937,R_44937,4.4,4.2,
RT_44938,R_44938,4.1,4.4,
RT_44941,R_44941,3.7,4.4,
RT_44942,R_44942,3.5,3.7,
RT_44943,R_44943,4.5,3.6,
RT_44944,R_44944,4.4,4.1,
RT_44946,R_44946,4.1,4.5,
RT_44947,R_44947,4.6,3.6,
RT_44949,R_44949,4.2,3.9,
RT_44950,R_44950,4.8,4.6,
RT_44951,R_44951,4.7,3.6,
RT_44953,R_44953,3.9,3.7,
RT_44955,R_44955,4.6,4.8,
RT_44956,R_44956,4.3,3.9,
RT_44957,R_44957,3.9,4.5,
RT_44959,R_44959,4.7,3.7,
RT_44960,R_44960,4.3,4.6,
RT_44961,R_44961,4.3,3.8,
RT_44962,R_44962,4.9,4.9,
RT_44964,R_44964,4.8,4.2,
RT_44965,R_44965,3.9,5.0,
RT_44966,R_44966,4.2,4.2,
RT_44968,R_44968,4.6,4.2,
RT_44969,R_44969,4.8,4.8,
RT_44970,R_44970,4.7,4.9,
RT_44972,R_44972,5.0,4.0,
RT_44974,R_44974,3.6,3.8,
RT_44975,R_44975,4.7,3.6,
RT_44976,R_44976,4.0,4.9,
RT_44977,R_44977,4.1,5.0,
RT_44978,R_44978,4.7,4.2,
RT_44980,R_44980,4.8,3.5,
RT_44981,R_44981,4.7,3.9,
RT_44983,R_44983,3.7,5.0,
RT_44984,R_44984,4.0,4.8,
RT_44986,R_44986,4.0,3.8,
RT_44988,R_44988,4.6,3.5,
RT_44989,R_44989,4.5,5.0,
RT_44992,R_44992,4.5,4.1,
RT_44993,R_44993,4.7,4.6,
RT_44995,R_44995,4.7,4.2,
RT_44996,R_44996,3.9,4.7,
RT_44997,R_44997,4.9,4.0,
RT_44998,R_44998,4.3,3.7,
RT_45000,R_45000,4.8,4.0,
RT_45001,R_45001,3.7,3.9,
RT_45002,R_45002,4.6,4.1,
RT_45004,R_45004,5.0,3.8,
RT_45005,R_45005,4.5,4.2,
RT_45006,R_45006,3.7,4.4,
RT_45007,R_45007,4.0,3.9,
RT_45008,R_45008,4.4,4.8,
RT_45009,R_45009,3.7,4.3,
RT_45010,R_45010,5.0,4.3,
RT_45014,R_45014,4.7,4.8,
RT_45015,R_45015,4.6,4.2,
RT_45016,R_45016,4.4,4.5,
RT_45018,R_45018,4.4,4.2,
RT_45019,R_45019,3.9,4.8,
RT_45020,R_45020,4.5,4.1,
RT_45021,R_45021,3.9,4.0,
RT_45025,R_45025,4.0,4.7,
RT_45026,R_45026,3.8,4.8,
RT_45028,R_45028,3.8,3.5,
RT_45030,R_45030,4.2,3.6,
RT_45031,R_45031,4.6,4.4,
RT_45034,R_45034,5.0,3.9,
RT_45036,R_45036,4.5,4.6,
RT_45037,R_45037,4.9,3.5,
RT_45039,R_45039,4.2,3.6,
RT_45041,R_45041,4.7,4.1,
RT_45042,R_45042,4.0,4.2,
RT_45044,R_45044,4.3,3.9,
RT_45045,R_45045,5.0,4.0,
RT_45047,R_45047,4.3,4.3,
RT_45049,R_45049,4.5,4.2,
RT_45050,R_45050,3.9,5.0,
RT_45053,R_45053,4.5,4.3,
RT_45056,R_45056,3.8,4.2,
RT_45058,R_45058,3.9,3.7,
RT_45059,R_45059,4.6,4.8,
RT_45060,R_45060,4.3,4.0,
RT_45061,R_45061,4.3,4.2,
RT_45062,R_45062,3.9,4.7,
RT_45063,R_45063,3.9,4.2,
RT_45064,R_45064,4.5,5.0,
RT_45065,R_45065,4.1,4.5,
RT_45066,R_45066,4.5,4.5,
RT_45067,R_45067,3.6,3.6,
RT_45069,R_45069,3.6,4.9,
RT_45070,R_45070,4.0,3.8,
RT_45071,R_45071,4.8,3.6,
RT_45072,R_45072,4.6,4.8,
RT_45073,R_45073,4.9,4.6,
RT_45074,R_45074,4.9,4.7,
RT_45075,R_45075,4.7,4.4,
RT_45076,R_45076,4.4,3.8,
RT_45077,R_45077,3.5,5.0,
RT_45079,R_45079,3.9,4.1,
RT_45080,R_45080,4.7,3.6,
RT_45081,R_45081,3.6,4.3,
RT_45082,R_45082,4.9,4.7,
RT_45084,R_45084,4.1,3.9,
RT_45085,R_45085,3.7,5.0,
RT_45086,R_45086,4.9,5.0,
RT_45087,R_45087,4.6,4.6,
RT_45088,R_45088,4.1,4.8,
RT_45090,R_45090,4.8,4.2,
RT_45091,R_45091,3.6,4.7,
RT_45092,R_45092,4.0,3.5,
RT_45094,R_45094,4.6,4.6,
RT_45095,R_45095,4.0,4.8,
RT_45096,R_45096,4.1,4.2,
RT_45098,R_45098,4.1,4.7,
RT_45102,R_45102,4.7,4.1,
RT_45103,R_45103,4.7,3.5,
RT_45105,R_45105,4.5,4.0,
RT_45106,R_45106,4.8,3.9,
RT_45108,R_45108,5.0,4.5,
RT_45111,R_45111,3.5,4.5,
RT_45112,R_45112,3.6,4.8,
RT_45113,R_45113,4.9,4.6,
RT_45114,R_45114,3.9,5.0,
RT_45115,R_45115,4.4,3.6,
RT_45116,R_45116,4.1,3.7,
RT_45118,R_45118,3.6,3.7,
RT_45119,R_45119,4.2,4.5,
RT_45120,R_45120,3.9,4.7,
RT_45122,R_45122,4.7,3.7,
RT_45123,R_45123,3.6,3.7,
RT_45124,R_45124,4.3,4.2,
RT_45125,R_45125,4.4,4.3,
RT_45126,R_45126,4.9,4.8,
RT_45127,R_45127,4.1,4.3,
RT_45128,R_45128,5.0,4.0,
RT_45129,R_45129,3.8,3.6,
RT_45132,R_45132,4.3,4.3,
RT_45133,R_45133,4.6,3.8,
RT_45135,R_45135,4.8,4.8,
RT_45136,R_45136,4.1,3.5,
RT_45137,R_45137,3.7,3.7,
RT_45138,R_45138,4.6,3.9,
RT_45140,R_45140,4.5,4.6,
RT_45141,R_45141,4.6,3.6,
RT_45143,R_45143,4.3,4.1,
RT_45144,R_45144,4.7,3.7,
RT_45145,R_45145,4.8,3.7,
RT_45146,R_45146,3.7,4.2,
RT_45147,R_45147,3.5,4.6,
RT_45148,R_45148,3.8,4.2,
RT_45150,R_45150,3.8,3.9,
RT_45151,R_45151,4.0,5.0,
RT_45152,R_45152,3.8,3.7,
RT_45153,R_45153,4.4,4.6,
RT_45154,R_45154,4.2,4.1,
RT_45155,R_45155,4.5,3.7,
RT_45156,R_45156,4.5,4.0,
RT_45157,R_45157,4.1,4.1,
RT_45158,R_45158,3.7,4.4,
RT_45159,R_45159,4.2,5.0,
RT_45160,R_45160,4.0,4.4,
RT_45161,R_45161,4.4,3.6,
RT_45162,R_45162,4.2,3.6,
RT_45163,R_45163,4.8,4.0,
RT_45164,R_45164,4.1,4.7,
RT_45165,R_45165,4.7,4.3,
RT_45167,R_45167,4.0,4.5,
RT_45168,R_45168,4.2,3.7,
RT_45169,R_45169,4.1,3.7,
RT_45171,R_45171,4.1,3.6,
RT_45172,R_45172,4.5,4.0,
RT_45173,R_45173,4.3,3.5,
RT_45174,R_45174,4.9,3.6,
RT_45177,R_45177,3.6,3.6,
RT_45178,R_45178,3.8,3.9,
RT_45179,R_45179,4.5,3.8,
RT_45180,R_45180,4.6,4.5,
RT_45181,R_45181,4.7,4.8,
RT_45182,R_45182,4.4,3.5,
RT_45183,R_45183,4.8,4.2,
RT_45184,R_45184,4.8,4.8,
RT_45185,R_45185,4.4,4.6,
RT_45187,R_45187,4.8,4.8,
RT_45188,R_45188,4.7,4.8,
RT_45189,R_45189,3.7,3.9,
RT_45190,R_45190,4.8,4.8,
RT_45191,R_45191,4.3,4.9,
RT_45192,R_45192,5.0,4.6,
RT_45193,R_45193,4.7,4.8,
RT_45195,R_45195,3.9,4.6,
RT_45196,R_45196,4.3,4.6,
RT_45197,R_45197,3.8,4.1,
RT_45199,R_45199,4.6,4.8,
RT_45200,R_45200,4.7,4.1,
RT_45201,R_45201,4.1,4.7,
RT_45202,R_45202,3.8,4.3,
RT_45203,R_45203,4.8,5.0,
RT_45204,R_45204,4.8,4.3,
RT_45207,R_45207,4.8,4.0,
RT_45209,R_45209,3.8,4.7,
RT_45210,R_45210,3.6,4.3,
RT_45211,R_45211,4.5,4.5,
RT_45213,R_45213,3.5,4.4,
RT_45214,R_45214,3.9,4.7,
RT_45215,R_45215,4.3,4.2,
RT_45216,R_45216,3.5,5.0,
RT_45217,R_45217,4.8,4.1,
RT_45218,R_45218,4.7,4.0,
RT_45220,R_45220,4.5,3.6,
RT_45221,R_45221,4.1,3.9,
RT_45223,R_45223,4.8,4.8,
RT_45224,R_45224,3.9,4.8,
RT_45226,R_45226,4.8,3.6,
RT_45228,R_45228,3.6,4.4,
RT_45229,R_45229,4.1,5.0,
RT_45230,R_45230,4.3,4.3,
RT_45231,R_45231,4.9,3.8,
RT_45234,R_45234,4.2,4.3,
RT_45235,R_45235,3.7,4.1,
RT_45236,R_45236,4.1,4.7,
RT_45237,R_45237,4.0,4.8,
RT_45238,R_45238,3.9,4.8,
RT_45239,R_45239,3.6,4.6,
RT_45240,R_45240,5.0,4.3,
RT_45241,R_45241,3.5,3.7,
RT_45243,R_45243,4.0,4.6,
RT_45244,R_45244,3.9,3.9,
RT_45246,R_45246,4.0,4.2,
RT_45247,R_45247,4.3,4.5,
RT_45248,R_45248,4.8,4.9,
RT_45251,R_45251,3.9,4.0,
RT_45252,R_45252,4.8,4.1,
RT_45253,R_45253,4.6,3.5,
RT_45254,R_45254,4.7,4.1,
RT_45255,R_45255,4.0,4.2,
RT_45256,R_45256,3.9,4.0,
RT_45257,R_45257,3.6,4.7,
RT_45258,R_45258,4.2,4.5,
RT_45259,R_45259,3.8,4.5,
RT_45260,R_45260,4.8,5.0,
RT_45263,R_45263,4.4,3.7,
RT_45264,R_45264,3.7,4.8,
RT_45267,R_45267,4.0,4.3,
RT_45268,R_45268,4.5,4.2,
RT_45269,R_45269,3.7,3.5,
RT_45272,R_45272,4.0,4.9,
RT_45273,R_45273,4.0,4.0,
RT_45275,R_45275,3.9,4.8,
RT_45276,R_45276,4.3,3.9,
RT_45277,R_45277,4.1,3.6,
RT_45279,R_45279,4.2,4.1,
RT_45280,R_45280,3.5,3.5,
RT_45282,R_45282,4.3,4.2,
RT_45283,R_45283,3.7,3.9,
RT_45285,R_45285,3.6,4.6,
RT_45286,R_45286,3.9,4.8,
RT_45287,R_45287,4.5,4.7,
RT_45288,R_45288,4.1,4.2,
RT_45289,R_45289,4.9,4.3,
RT_45292,R_45292,4.4,4.3,
RT_45293,R_45293,4.8,4.6,
RT_45295,R_45295,4.1,4.0,
RT_45296,R_45296,4.5,4.0,
RT_45297,R_45297,3.6,3.9,
RT_45298,R_45298,3.7,4.3,
RT_45299,R_45299,5.0,4.9,
RT_45300,R_45300,4.6,3.7,
RT_45301,R_45301,4.7,4.0,
RT_45302,R_45302,3.5,4.9,
RT_45303,R_45303,4.6,4.1,
RT_45304,R_45304,4.6,4.0,
RT_45305,R_45305,4.5,3.8,
RT_45306,R_45306,3.7,4.4,
RT_45308,R_45308,4.8,3.9,
RT_45309,R_45309,4.7,4.3,
RT_45313,R_45313,3.9,3.8,
RT_45314,R_45314,5.0,3.8,
RT_45316,R_45316,4.9,3.7,
RT_45317,R_45317,4.9,4.0,
RT_45318,R_45318,3.6,4.3,
RT_45320,R_45320,4.6,3.8,
RT_45321,R_45321,4.9,4.0,
RT_45322,R_45322,4.7,4.3,
RT_45323,R_45323,4.0,4.4,
RT_45325,R_45325,4.0,3.8,
RT_45327,R_45327,3.8,4.4,
RT_45328,R_45328,4.4,4.8,
RT_45329,R_45329,3.7,3.8,
RT_45330,R_45330,4.6,4.1,
RT_45334,R_45334,4.3,4.2,
RT_45336,R_45336,4.2,4.2,
RT_45337,R_45337,4.4,4.2,
RT_45338,R_45338,4.4,3.7,
RT_45339,R_45339,4.3,4.5,
RT_45340,R_45340,4.9,3.8,
RT_45341,R_45341,4.9,3.7,
RT_45343,R_45343,4.1,5.0,
RT_45348,R_45348,4.9,4.5,
RT_45349,R_45349,3.6,4.6,
RT_45351,R_45351,4.3,4.8,
RT_45352,R_45352,4.6,4.4,
RT_45353,R_45353,4.3,4.1,
RT_45356,R_45356,4.9,4.3,
RT_45358,R_45358,3.7,4.3,
RT_45359,R_45359,4.8,3.9,
RT_45360,R_45360,4.7,4.9,
RT_45362,R_45362,4.7,4.0,
RT_45363,R_45363,4.5,4.6,
RT_45365,R_45365,4.6,4.6,
RT_45366,R_45366,3.7,3.9,
RT_45368,R_45368,3.9,4.8,
RT_45369,R_45369,4.8,4.1,
RT_45370,R_45370,3.9,3.6,
RT_45371,R_45371,4.3,4.2,
RT_45372,R_45372,4.5,4.6,
RT_45373,R_45373,4.5,3.8,
RT_45374,R_45374,3.6,5.0,
RT_45375,R_45375,3.9,3.9,
RT_45376,R_45376,3.8,4.3,
RT_45377,R_45377,4.4,4.5,
RT_45378,R_45378,4.2,4.4,
RT_45381,R_45381,3.8,4.5,
RT_45384,R_45384,4.1,5.0,
RT_45385,R_45385,4.3,4.4,
RT_45388,R_45388,3.6,4.7,
RT_45389,R_45389,4.2,4.3,
RT_45391,R_45391,4.8,3.6,
RT_45395,R_45395,3.7,3.7,
RT_45396,R_45396,4.9,4.3,
RT_45398,R_45398,4.0,3.6,
RT_45399,R_45399,3.7,4.0,
RT_45400,R_45400,3.9,4.9,
RT_45402,R_45402,4.9,4.2,
RT_45403,R_45403,3.6,4.8,
RT_45405,R_45405,4.1,4.0,
RT_45406,R_45406,4.0,3.9,
RT_45409,R_45409,3.8,4.7,
RT_45410,R_45410,4.5,4.9,
RT_45411,R_45411,4.4,4.5,
RT_45414,R_45414,4.7,4.1,
RT_45415,R_45415,5.0,3.8,
RT_45416,R_45416,4.5,4.7,
RT_45418,R_45418,4.3,3.6,
RT_45419,R_45419,4.6,4.3,
RT_45420,R_45420,3.6,4.9,
RT_45422,R_45422,4.5,5.0,
RT_45423,R_45423,4.4,3.9,
RT_45424,R_45424,3.9,3.7,
RT_45425,R_45425,4.4,3.7,
RT_45427,R_45427,3.9,3.8,
RT_45428,R_45428,4.7,5.0,
RT_45430,R_45430,3.8,4.9,
RT_45431,R_45431,4.0,3.8,
RT_45432,R_45432,3.6,3.6,
RT_45433,R_45433,3.6,4.8,
RT_45434,R_45434,4.6,4.1,
RT_45435,R_45435,3.6,4.0,
RT_45436,R_45436,3.6,4.7,
RT_45437,R_45437,4.4,5.0,
RT_45438,R_45438,3.6,4.2,
RT_45439,R_45439,3.6,4.2,
RT_45440,R_45440,4.5,4.0,
RT_45441,R_45441,4.4,3.6,
RT_45443,R_45443,3.9,4.5,
RT_45444,R_45444,3.5,4.0,
RT_45446,R_45446,4.3,4.4,
RT_45447,R_45447,4.7,3.9,
RT_45449,R_45449,5.0,4.9,
RT_45450,R_45450,4.4,4.9,
RT_45453,R_45453,4.4,4.3,
RT_45454,R_45454,4.2,4.7,
RT_45455,R_45455,4.5,4.7,
RT_45457,R_45457,4.6,4.2,
RT_45459,R_45459,3.9,4.0,
RT_45460,R_45460,4.9,3.9,
RT_45461,R_45461,4.7,4.1,
RT_45462,R_45462,3.7,4.3,
RT_45463,R_45463,4.8,3.6,
RT_45464,R_45464,4.8,4.9,
RT_45465,R_45465,5.0,4.4,
RT_45466,R_45466,3.9,4.5,
RT_45467,R_45467,4.3,4.4,
RT_45468,R_45468,4.0,3.5,
RT_45469,R_45469,4.6,4.6,
RT_45472,R_45472,4.1,4.3,
RT_45473,R_45473,4.1,4.5,
RT_45475,R_45475,4.0,4.5,
RT_45476,R_45476,4.1,3.7,
RT_45477,R_45477,4.3,4.9,
RT_45478,R_45478,4.2,4.3,
RT_45479,R_45479,3.5,4.5,
RT_45480,R_45480,4.5,3.5,
RT_45482,R_45482,4.0,4.2,
RT_45483,R_45483,3.6,4.4,
RT_45484,R_45484,4.0,4.2,
RT_45485,R_45485,3.5,3.7,
RT_45486,R_45486,3.8,4.2,
RT_45489,R_45489,4.9,3.7,
RT_45490,R_45490,4.6,5.0,
RT_45491,R_45491,3.6,3.7,
RT_45492,R_45492,3.8,4.4,
RT_45494,R_45494,4.0,3.8,
RT_45495,R_45495,4.2,3.5,
RT_45497,R_45497,3.6,4.7,
RT_45498,R_45498,4.5,3.9,
RT_45499,R_45499,3.5,4.8,
RT_45500,R_45500,4.1,4.8,
RT_45502,R_45502,4.0,4.9,
RT_45503,R_45503,4.6,4.3,
RT_45504,R_45504,4.0,4.2,
RT_45506,R_45506,4.4,3.9,
RT_45507,R_45507,3.7,4.7,
RT_45508,R_45508,4.0,4.6,
RT_45510,R_45510,4.3,4.3,
RT_45511,R_45511,4.4,3.8,
RT_45513,R_45513,5.0,4.0,
RT_45514,R_45514,4.1,4.7,
RT_45515,R_45515,4.4,4.5,
RT_45516,R_45516,4.7,4.0,
RT_45518,R_45518,3.6,3.6,
RT_45519,R_45519,3.6,4.7,
RT_45520,R_45520,4.7,4.4,
RT_45521,R_45521,4.7,4.7,
RT_45523,R_45523,3.5,4.5,
RT_45524,R_45524,3.6,4.2,
RT_45525,R_45525,3.8,4.8,
RT_45528,R_45528,3.5,3.6,
RT_45529,R_45529,4.4,4.9,
RT_45530,R_45530,4.6,4.4,
RT_45531,R_45531,4.3,4.9,
RT_45532,R_45532,4.9,3.7,
RT_45533,R_45533,3.9,4.0,
RT_45534,R_45534,4.9,4.6,
RT_45535,R_45535,4.2,4.6,
RT_45536,R_45536,3.9,3.8,
RT_45537,R_45537,4.7,4.4,
RT_45538,R_45538,4.2,3.9,
RT_45539,R_45539,4.3,4.4,
RT_45541,R_45541,4.4,4.1,
RT_45542,R_45542,4.5,4.6,
RT_45544,R_45544,4.1,3.8,
RT_45546,R_45546,4.7,4.4,
RT_45547,R_45547,4.0,3.7,
RT_45548,R_45548,3.9,4.9,
RT_45549,R_45549,3.5,4.7,
RT_45550,R_45550,4.7,4.9,
RT_45551,R_45551,4.3,4.2,
RT_45553,R_45553,4.6,4.8,
RT_45554,R_45554,4.7,3.7,
RT_45555,R_45555,3.9,4.5,
RT_45556,R_45556,3.9,3.6,
RT_45557,R_45557,4.6,4.5,
RT_45558,R_45558,4.8,4.0,
